"ranking","problema","descricao","desenvolvimento","arquivo_fonte","nota_dor_financeira","ponderada_dor_financeira","nota_gambiarras","ponderada_gambiarras","nota_frequencia","ponderada_frequencia","nota_urgencia","ponderada_urgencia","nota_dor_tempo","ponderada_dor_tempo","nota_risco","ponderada_risco","nota_frustracao","ponderada_frustracao","nota_consequencia_erro","ponderada_consequencia_erro","nota_observabilidade","ponderada_observabilidade","nota_clareza_persona","ponderada_clareza_persona","nota_tam","ponderada_tam","nota_crescimento","ponderada_crescimento","nota_monopolio_local","ponderada_monopolio_local","nota_amplitude","ponderada_amplitude","nota_escala_nao_linear","ponderada_escala_nao_linear","nota_ticket","ponderada_ticket","nota_expansao","ponderada_expansao","nota_penetracao_digital","ponderada_penetracao_digital","nota_internacionalizacao","ponderada_internacionalizacao","nota_dep_infraestrutura","ponderada_dep_infraestrutura","nota_timing_tech","ponderada_timing_tech","nota_timing_regulatorio","ponderada_timing_regulatorio","nota_mudanca_comportamental","ponderada_mudanca_comportamental","nota_pressao_macro","ponderada_pressao_macro","nota_janela","ponderada_janela","nota_acesso_usuarios","ponderada_acesso_usuarios","nota_velocidade_validacao","ponderada_velocidade_validacao","nota_facilidade_mvp","ponderada_facilidade_mvp","nota_mudanca_habito","ponderada_mudanca_habito","nota_dados_disponiveis","ponderada_dados_disponiveis","nota_aha_moment","ponderada_aha_moment","nota_multiplos_lados","ponderada_multiplos_lados","nota_feedback","ponderada_feedback","nota_wtp","ponderada_wtp","nota_clareza_pagador","ponderada_clareza_pagador","nota_orcamento","ponderada_orcamento","nota_ciclo_vendas","ponderada_ciclo_vendas","nota_recorrencia","ponderada_recorrencia","nota_poder_preco","ponderada_poder_preco","nota_cac","ponderada_cac","nota_ausencia_monopolios","ponderada_ausencia_monopolios","nota_efeito_rede","ponderada_efeito_rede","nota_switching_cost","ponderada_switching_cost","nota_dados_proprietarios","ponderada_dados_proprietarios","nota_diferenciacao_10x","ponderada_diferenciacao_10x","nota_fragmentacao","ponderada_fragmentacao","nota_tarpit","ponderada_tarpit","nota_risco_legal","ponderada_risco_legal","nota_platform_risk","ponderada_platform_risk","nota_alinhamento_ods","ponderada_alinhamento_ods","subtotal_1_dor_comportamento","pct_1_dor_comportamento","subtotal_2_mercado_escala","pct_2_mercado_escala","subtotal_3_timing","pct_3_timing","subtotal_4_validacao_lean","pct_4_validacao_lean","subtotal_5_monetizacao","pct_5_monetizacao","subtotal_6_defensibilidade","pct_6_defensibilidade","subtotal_7_riscos_fatais","pct_7_riscos_fatais","total_geral","max_total","pct_total"
"345","Exclusão de Moda para o Consumidor Diabético e de Baixa Mobilidade","Calçados e roupas focados em quem tem pés diabéticos (neuropatia) ou problemas linfáticos são esteticamente hospitalares e estigmatizantes.","A indústria da moda ignora o biotipo da maturidade patológica, punindo o consumidor idoso a vestir-se como ""paciente"". Oportunidade: D2C FashionTechs focadas em ""Adaptive Wear"" de altíssimo luxo estético com costuras invisíveis e biomateriais de compressão inteligente.","100_novos_problemas_fase_3.csv","4","20","5","25","5","25","6","24","5","20","7","28","6","24","5","20","6","18","8","24","8","40","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","5","25","6","24","6","24","7","28","6","30","5","25","3","12","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","7","21","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","4","16","7","28","7","21","228","55.6","204","60.0","131","59.5","157","52.3","153","58.8","116","58.0","95","59.4","1084","1890","57.4"
"346","Custo de Refrigeração Logística Oculto Em Produtos Alimentícios Diferenciados","Para que a população urbana consuma comidas de baixo processamento e orgânicos não pasteurizados a longas distâncias, as transportadoras dobram as linhas frias logísticas consumindo combustível fóssil absurdo.","Alimentos vivos encarecem fretes. Oportunidade: desenvolvimento massivo de conservação passiva em embalagens térmicas estivas com PCMs (Phase Change Materials - biológicos) que resfriam naturalmente o ar sem uso de gelo químico ou baterias diesel na rota final.","100_novos_problemas_fase_3.csv","6","30","5","25","5","25","5","20","5","20","6","24","6","24","5","20","6","18","7","21","8","40","8","40","6","24","6","18","6","24","6","18","6","18","5","15","5","10","2","4","6","30","5","25","6","24","7","28","7","28","6","30","5","25","3","12","6","24","5","15","5","15","6","18","6","18","4","20","5","25","6","24","5","15","6","18","5","15","6","18","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","7","21","227","55.4","211","62.1","135","61.4","157","52.3","135","51.9","116","58.0","103","64.4","1084","1890","57.4"
"347","Canibalismo Imobiliário entre Nômades Digitais Globais e a Base Trabalhadora Turística","Nômades ganhando em dólares convertem vilas pesqueiras em ecossistemas de AirBnb de luxo; o garçom nativo e a enfermeira local não conseguem mais morar a menos de 4 horas de ônibus do seu local de trabalho no litoral gentrificado.","A moeda forte expulsa a engrenagem humana que mantém a vila funcionando. Oportunidade: Desenvolvimento de 'Vilas Comunitárias Modulares' (Social Housing Tech) financiadas obrigatoriamente por taxas retidas sobre a especulação temporária de plataformas de turismo gringas via prefeituras turísticas inteligentes.","100_novos_problemas_fase_5.csv","5","25","5","25","5","25","5","20","6","24","5","20","6","24","5","20","7","21","7","21","6","30","6","30","6","24","5","15","6","24","6","18","7","21","5","15","4","8","6","12","6","30","5","25","6","24","6","24","7","28","6","30","5","25","6","24","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","7","28","6","18","225","54.9","197","57.9","131","59.5","169","56.3","142","54.6","120","60.0","100","62.5","1084","1890","57.4"
"348","Inadequeção de moradias e cidades para longevidade ativa","Grande parte do estoque imobiliário e da infraestrutura urbana não foi desenhada para idosos com alta expectativa de vida.","Escadas, calçadas irregulares, transporte público pouco acessível e bairros inseguros limitam autonomia; sem programas massivos de retrofit, mobilidade inclusiva e desenho urbano centrado na terceira idade, aumentam quedas, internações e isolamento social, pressionando sistemas de saúde e bem-estar.","100-200 oportunidades_problemas.csv","5","25","5","25","5","25","5","20","5","20","4","16","5","20","5","20","6","18","8","24","7","35","8","40","6","24","6","18","6","24","6","18","6","18","4","12","5","10","4","8","6","30","6","30","9","36","6","24","6","24","6","30","5","25","4","16","6","24","6","18","5","15","6","18","6","18","5","25","5","25","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","5","20","7","28","8","24","213","52.0","207","60.9","144","65.5","164","54.7","137","52.7","116","58.0","102","63.7","1083","1890","57.3"
"349","Captura Agressiva da Atenção da Geração Alpha","Crianças nativas digitais são bombardeadas desde o berço por ecossistemas gamificados projetados para criar dependência neurológica a marcas.","Ao priorizar o engajamento infinito (scroll), compromete-se o desenvolvimento cognitivo da Geração Alpha e gera-se atrito brutal entre pais e empresas. Oportunidade: dispositivos de tela e-ink para crianças, sistemas operacionais de celulares bloqueados para loops dopaminérgicos e educação digital preventiva.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","5","20","6","24","5","20","5","20","6","18","6","18","8","40","8","40","6","24","5","15","6","24","6","18","6","18","6","18","5","10","4","8","6","30","5","25","6","24","7","28","7","28","6","30","6","30","2","8","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","6","24","8","24","215","52.4","215","63.2","135","61.4","158","52.7","142","54.6","116","58.0","102","63.7","1083","1890","57.3"
"350","O Limbo Jurídico E Estrutural Do Imigrante Ambiental Transnacional","O mundo pós-industrial não possui qualquer tratado de direito internacional que reconheça o asilo para fugas por mudanças do clima.","Sem status legal, os deslocados pela subida do oceano ou desertificação brutal caem nas redes de trabalho escravo e tráfico humano. Oportunidade: plataformas de identidades soberanas virtuais (Decentralized Identity) vinculadas a vouchers de trabalho sazonal emergencial e abrigos padronizados de resposta a calamidades transfronteiriças.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","5","20","6","24","5","20","5","20","7","21","7","21","6","30","6","30","6","24","5","15","6","24","6","18","6","18","5","15","6","12","6","12","6","30","5","25","6","24","6","24","7","28","6","30","5","25","6","24","6","24","5","15","5","15","5","15","6","18","6","30","6","30","6","24","5","15","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","7","28","6","18","221","53.9","198","58.2","131","59.5","166","55.3","147","56.5","120","60.0","100","62.5","1083","1890","57.3"
"351","Ausência de pontes estruturadas entre educação e requalificação contínua","Adultos têm dificuldade de voltar a aprender de forma flexível ao longo da vida.","Oferta de educação técnica e superior ainda é organizada em modelos longos, caros e pouco adaptáveis às jornadas de trabalho atuais; isso dificulta que trabalhadores se reinventem em resposta a mudanças rápidas trazidas por IA, transição energética e choques geopolíticos.","100-200 oportunidades_problemas.csv","5","25","5","25","5","25","5","20","5","20","5","20","6","24","5","20","6","18","6","18","6","30","8","40","6","24","5","15","8","32","6","18","6","18","5","15","5","10","5","10","9","45","5","25","6","24","6","24","7","28","6","30","5","25","6","24","5","20","5","15","5","15","6","18","6","18","4","20","5","25","6","24","5","15","6","18","5","15","5","15","8","32","5","20","5","20","5","15","6","18","6","12","5","25","6","24","7","28","6","18","215","52.4","212","62.4","146","66.4","165","55.0","132","50.8","117","58.5","95","59.4","1082","1890","57.2"
"352","O Tsunami do Descarte de Painéis Solares","Milhões de toneladas de placas solares da primeira geração estão chegando ao fim da vida útil sem infraestrutura de reciclagem.","Painéis possuem metais tóxicos e prata prensada em vidro, tornando o processo de separação antieconômico hoje. Oportunidade: plantas robóticas descentralizadas de extração química seletiva de prata e silício de alta pureza.","100_novos_problemas_fase_2.csv","6","30","5","25","5","25","5","20","5","20","7","28","5","20","5","20","6","18","6","18","8","40","8","40","6","24","6","18","5","20","7","21","6","18","5","15","5","10","2","4","6","30","5","25","6","24","7","28","7","28","6","30","5","25","2","8","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","6","24","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","8","24","224","54.6","210","61.8","135","61.4","153","51.0","142","54.6","112","56.0","106","66.2","1082","1890","57.2"
"353","Inabilidade Logística da Retirada e Limpeza De Redes Oceânicas De Plástico Fantasma","Navios de pesca irregulares despejam toneladas de plásticos mortais que asfixiam cardumes; é muito caro para marinhas nacionais pagarem mergulhadores e barcos visando ""recolher lixo"" na imensidão inabitada dos oceanos sul.","Essa zona morta devora faturamentos litorâneos indiretamente, mas o resgate é economicamente um poço cego e insolvente. Oportunidade: ""Drones Lixeiros Oceânicos Aquáticos Autônomos"", geridos num fundo mundial descentralizado alimentado pelos royalties fixados nas frotas marítimas internacionais da cadeia do peixe e compensação portuária estrita a cada doca continental desembarcada.","100_novos_problemas_fase_3.csv","6","30","5","25","5","25","5","20","6","24","6","24","6","24","5","20","7","21","7","21","7","35","6","30","6","24","5","15","6","24","6","18","6","18","5","15","6","12","4","8","6","30","6","30","6","24","6","24","7","28","6","30","4","20","4","16","6","24","5","15","5","15","5","15","6","18","6","30","6","30","6","24","4","12","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","5","20","7","28","6","18","234","57.1","199","58.5","136","61.8","153","51.0","144","55.4","120","60.0","96","60.0","1082","1890","57.2"
"354","Micro-gerenciamento Algorítmico nas Empresas","Softwares de vigilância rastreiam cliques, pausas e movimentos oculares de trabalhadores remotos, destruindo a confiança mútua.","O desejo de controle dos gestores transformou lares em panópticos digitais, resultando em estresse massivo e boicotes silenciosos (quiet quitting). Oportunidade: ferramentas de mensuração baseadas em entrega de resultados e auditoria criptográfica de anonimidade, barrando a vigilância de tempo de tela.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","6","24","5","20","6","24","5","20","6","18","8","24","5","25","6","30","6","24","6","18","6","24","6","18","6","18","6","18","5","10","6","12","6","30","5","25","6","24","6","24","7","28","6","30","6","30","6","24","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","5","15","225","54.9","197","57.9","131","59.5","174","58.0","142","54.6","116","58.0","97","60.6","1082","1890","57.2"
"355","Poluição Interna Extrema (Indoor Air Quality) nos Novos Climas","Ondas de calor e fumaça de incêndios florestais ficam aprisionadas dentro de prédios com janelas isoladas, tornando as casas focos invisíveis de adoecimento respiratório.","As pessoas ficam presas nos próprios lares em pandemias de ar sujo. Oportunidade: dispositivos modulares IoT de bio-filtragem de ar com paredes de musgo (Bio-walls) e pressão atmosférica ativa, cobrados sob regime de assinatura de saúde de ar puro.","100_novos_problemas_fase_2.csv","5","25","5","25","5","25","6","24","5","20","5","20","5","20","6","24","6","18","6","18","6","30","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","6","30","6","24","7","28","7","28","6","30","5","25","4","16","6","24","5","15","5","15","5","15","6","18","6","30","6","30","6","24","6","18","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","5","20","8","32","6","18","219","53.4","194","57.1","140","63.6","158","52.7","150","57.7","120","60.0","100","62.5","1081","1890","57.2"
"356","Tensões Sociais no Enterramento de Redes Urbanas","O aterramento de fios elétricos para evitar danos por tempestades esbarra em custos proibitivos e interrupção do comércio.","Cidades densas sofrem com fiação aérea destruída por ventos de 100km/h, mas prefeituras e concessionárias travam guerras sobre quem paga o enterramento. Oportunidade: robótica subterrânea de micro-trenching para enterrar cabos a uma fração do custo e do tempo tradicionais.","100_novos_problemas_sociedade_aprofundados.csv","6","30","5","25","5","25","5","20","6","24","6","24","5","20","6","24","6","18","6","18","7","35","8","40","6","24","5","15","6","24","6","18","6","18","5","15","5","10","2","4","6","30","5","25","6","24","8","32","7","28","6","30","4","20","3","12","6","24","5","15","5","15","5","15","6","18","5","25","6","30","6","24","4","12","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","7","28","7","21","228","55.6","203","59.7","139","63.2","149","49.7","139","53.5","120","60.0","103","64.4","1081","1890","57.2"
"357","Deficiência na Segurança da Mobilidade Urbana Prateada","Transportes públicos agressivos e carros projetados para reflexos rápidos ameaçam a circulação autônoma de idosos.","Ao perderem a capacidade de dirigir, idosos ficam prisioneiros em casa. Soluções de app-ride genéricas não têm paciência nem treinamento para este público. Oportunidade: frotas de transporte autônomo (robotaxis) programadas com parâmetros de conforto extremo e design de embarque ultra-baixo.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","4","16","6","24","5","20","5","20","6","18","7","21","6","30","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","5","10","6","30","5","25","6","24","6","24","7","28","6","30","5","25","6","24","6","24","6","18","6","18","6","18","6","18","5","25","6","30","6","24","6","18","6","18","6","18","5","15","7","28","5","20","5","20","6","18","7","21","6","12","6","30","6","24","7","28","5","15","214","52.2","197","57.9","131","59.5","175","58.3","148","56.9","119","59.5","97","60.6","1081","1890","57.2"
"358","O Novo Apartheid Da Ausência de Letramento E Orquestração de IAs","A divisão social não é mais apenas entre quem domina idiomas ou programação, mas entre quem sabe extrair produtividade das IAs e quem será automatizado por elas.","Classes operárias sem acesso contínuo a ferramentas ágeis da fronteira digital decairão numa subclasse sem mobilidade social. Oportunidade: ""Bolsas de qualificação"", programas de massificação e simplificação no uso da IA agêntica via comandos de voz coloquiais (Voice-to-Execution) direcionadas à classe C e D.","100_novos_problemas_sociedade_aprofundados.csv","5","25","4","20","6","30","5","20","6","24","5","20","5","20","5","20","7","21","7","21","6","30","6","30","6","24","5","15","6","24","6","18","6","18","6","18","4","8","6","12","6","30","5","25","6","24","6","24","7","28","6","30","6","30","5","20","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","8","32","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","6","18","221","53.9","197","57.9","131","59.5","170","56.7","142","54.6","120","60.0","100","62.5","1081","1890","57.2"
"359","Expansão de assentamentos informais em áreas de risco","Populações sem acesso a moradia formal ocupam encostas, margens de rios e zonas sujeitas a inundações.","Falta de políticas habitacionais contínuas, burocracia excessiva e ausência de alternativas próximas ao emprego empurram famílias para territórios inseguros; com a intensificação de eventos climáticos extremos, essas áreas se tornam palco recorrente de tragédias com perda de vidas e de patrimônio.","100-200 oportunidades_problemas.csv","6","30","6","30","6","30","5","20","6","24","5","20","5","20","5","20","6","18","6","18","6","30","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","5","25","6","24","6","24","6","24","6","30","5","25","5","20","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","5","15","6","18","8","32","5","20","5","20","5","15","6","18","6","12","6","30","6","24","7","28","5","15","230","56.1","194","57.1","127","57.7","165","55.0","150","57.7","117","58.5","97","60.6","1080","1890","57.1"
"360","Toxicidade Financeira Vitalícia de Prescrições de Bem-Estar","O paciente de GLP-1 e terapias de longevidade não pode interromper o uso, criando um dreno vitalício no orçamento familiar.","As pessoas perdem o peso, mas tornam-se assinantes perpétuas das farmacêuticas, comprometendo o patrimônio a longo prazo. Oportunidade: programas de ""Off-Ramping"" baseados em coaching por IA e reestruturação endócrina para desmame medicamentoso sem o rebote de peso.","100_novos_problemas_fase_2.csv","6","30","5","25","5","25","5","20","5","20","7","28","5","20","5","20","6","18","6","18","8","40","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","6","12","6","30","5","25","6","24","6","24","7","28","6","30","5","25","4","16","6","24","6","18","4","12","6","18","5","15","6","30","5","25","6","24","5","15","6","18","8","24","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","4","16","6","24","7","21","224","54.6","209","61.5","131","59.5","158","52.7","151","58.1","116","58.0","91","56.9","1080","1890","57.1"
"361","O Apagão dos Semicondutores Legados em Manufaturas de Base","A corrida geopolítica foca apenas em chips de última geração (IA), deixando a indústria automobilística e de eletrodomésticos sem fornecimento dos chips ""maduros"" essenciais (28nm).","Sem chips maduros, a produção de geladeiras, carros e maquinário médico trava globalmente. Oportunidade: fundições regionais menores (""Micro-Fabs"") e startups de reengenharia eletrônica focadas em substituir componentes legados por arquiteturas SoC (System on a Chip) unificadas.","100_novos_problemas_fase_3.csv","5","25","6","30","5","25","5","20","6","24","6","24","5","20","5","20","7","21","9","27","8","40","7","35","6","24","5","15","5","20","6","18","6","18","5","15","6","12","3","6","6","30","5","25","6","24","7","28","6","24","6","30","5","25","2","8","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","5","20","7","28","7","21","236","57.6","203","59.7","131","59.5","153","51.0","142","54.6","116","58.0","99","61.9","1080","1890","57.1"
"362","A Epidemia Silenciosa de Miopia e Atrofia Foco-Ocular Pediátrica","Crianças mantêm a visão trancada no espectro de 30 centímetros da tela durante toda a fase de formação do globo ocular, causando taxas de cegueira leve inéditas na humanidade.","O abandono da luz solar retira a dopamina ocular natural necessária para evitar alongamento dos olhos. Oportunidade: edtechs imersivas outdoor, design de lentes de contato de miopia de defoção periférica e hardwares de bloqueio de foco contínuo no tablet escolar.","100_novos_problemas_fase_3.csv","5","25","5","25","6","30","5","20","6","24","6","24","6","24","6","24","7","21","7","21","8","40","8","40","6","24","5","15","5","20","6","18","6","18","5","15","5","10","2","4","6","30","5","25","6","24","7","28","7","28","6","30","4","20","2","8","6","24","5","15","5","15","6","18","6","18","4","20","5","25","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","8","32","7","21","238","58.0","204","60.0","135","61.4","148","49.3","132","50.8","116","58.0","107","66.9","1080","1890","57.1"
"363","Gargalo Extremo em Cirurgias Plásticas Reparadoras","O emagrecimento radical gera excesso severo de pele, superlotando hospitais com procedimentos invasivos de alto custo não cobertos.","Os planos de saúde tratam a remoção de pele como estética, enquanto os pacientes sofrem com dermatites severas e dores. Oportunidade: desenvolvimento de novas tecnologias não-invasivas de retração de tecido conectivo (radiofrequência avançada) e fundos de crédito saúde específicos.","100_novos_problemas_fase_2.csv","6","30","5","25","5","25","5","20","6","24","7","28","6","24","5","20","6","18","6","18","8","40","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","5","25","6","24","6","24","7","28","6","30","4","20","3","12","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","4","12","6","18","7","21","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","3","12","7","28","8","24","232","56.6","204","60.0","131","59.5","152","50.7","150","57.7","116","58.0","94","58.8","1079","1890","57.1"
"364","A Sangria das Altas Taxas Remessas Transfronteiriças","As transferências financeiras das diásporas trabalhadoras de volta aos seus países pobres continuam perdendo bilhões de dólares nos ""Spreads"" absurdos de empresas legadas.","Este é o dinheiro que alimenta continentes inteiros, taxado pela fricção de câmbio bancário. Oportunidade: aplicativos de P2P Lending e carteiras baseadas nas novas regulações de Stablecoin que enviam capital limpo globalmente com taxas sub-centavo de dólar.","100_novos_problemas_fase_2.csv","6","30","5","25","5","25","5","20","5","20","5","20","6","24","5","20","6","18","7","21","7","35","6","30","6","24","5","15","6","24","6","18","6","18","6","18","6","12","6","12","6","30","5","25","6","24","6","24","7","28","6","30","5","25","5","20","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","6","24","5","15","223","54.4","206","60.6","131","59.5","168","56.0","142","54.6","116","58.0","93","58.1","1079","1890","57.1"
"365","Interações Severas e Ocultas do GLP-1 com Psicotrópicos","O retardo severo no esvaziamento gástrico (efeito base da droga) muda a curva de absorção de antidepressivos, anticoncepcionais e estabilizadores de humor, gerando crises maníacas em pacientes controlados.","Nenhum psiquiatra consegue prever a nova farmacocinética no paciente. Oportunidade: IA de farmacocinética preditiva clínica em tempo real para cálculo de dosagens ajustadas baseadas no tempo gástrico alterado individualmente.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","6","24","6","24","6","24","6","24","5","20","6","18","6","18","8","40","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","5","25","6","24","6","24","7","28","6","30","5","25","3","12","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","7","21","5","15","7","28","4","16","5","20","5","15","7","21","6","12","6","30","4","16","7","28","7","21","227","55.4","204","60.0","131","59.5","157","52.3","153","58.8","112","56.0","95","59.4","1079","1890","57.1"
"366","Subdesenvolvimento e Inanição Da Estrutura Periférica Universitaria","A mídia cobre inovações nas maiores universidades norte-americanas, enquanto 90% das instituições federais de países médios não têm computadores ou espectrômetros para validações básicas de testes, criando estagnação no avanço biomédico continental.","Não há recursos proativos para a manutenção da infraestrutura. Oportunidade: desenvolvimento de consórcios corporativos de Doação de Hardwares Científicos Depreciados ligados diretamente à sub-redução fiscal internacional da marca na origem da doação, acelerando laboratórios regionais de terceiros.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","5","20","5","20","5","20","6","24","5","20","7","21","7","21","6","30","6","30","6","24","5","15","5","20","7","21","6","18","6","18","6","12","4","8","6","30","6","30","6","24","6","24","7","28","6","30","5","25","4","16","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","7","35","5","20","8","32","5","15","221","53.9","196","57.6","136","61.8","161","53.7","147","56.5","116","58.0","102","63.7","1079","1890","57.1"
"367","Vulnerabilidade Climática da Estrutura de Carregamento de EVs","Postos de recarga de veículos elétricos são instalados sem considerar riscos de alagamento ou apagões de calor.","A eletrificação da frota vira um risco se a infraestrutura de recarga para de funcionar durante eventos climáticos extremos, dificultando a evacuação de cidades. Oportunidade: hubs de recarga resilientes com baterias modulares e design off-grid.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","5","20","7","28","5","20","5","20","6","18","6","18","8","40","8","40","6","24","5","15","6","24","6","18","6","18","5","15","5","10","2","4","6","30","5","25","6","24","7","28","7","28","6","30","5","25","2","8","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","6","18","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","7","21","219","53.4","208","61.2","135","61.4","153","51.0","145","55.8","116","58.0","103","64.4","1079","1890","57.1"
"368","Fricção Mortífera Entre O Tombamento Patrimonial E O Risco Climático de Adaptação","Leis rigorosas de preservação de patrimônio histórico impedem que fachadas em centros antigos sejam alteradas, instalem solares ou melhorem a resistência estrutural.","A burocracia romântica obriga edifícios históricos inteiros a permanecerem como ilhas de ineficiência e sofrerem danos fatais pelas chuvas. Oportunidade: inovações de design camuflado (Ex: telhas solares que mimetizam barro) e sistemas de HVAC distribuídos ultra-compactos para intervenção não-invasiva no patrimônio público.","100_novos_problemas_sociedade_aprofundados.csv","6","30","6","30","5","25","5","20","6","24","6","24","5","20","5","20","7","21","7","21","6","30","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","6","30","6","24","6","24","7","28","6","30","4","20","5","20","5","20","6","18","5","15","6","18","6","18","5","25","6","30","6","24","4","12","6","18","5","15","5","15","7","28","5","20","5","20","6","18","7","21","6","12","6","30","6","24","7","28","5","15","235","57.3","194","57.1","136","61.8","159","53.0","139","53.5","119","59.5","97","60.6","1079","1890","57.1"
"369","Guerras de Boicote e Consumo Identitário Radical","O ""Fiercely Unfiltered"" resultou em públicos que fiscalizam obsessivamente as posições políticas das marcas, levando a linchamentos de reputação diários.","Se a marca fala, ela ofende a direita; se cala, ofende a esquerda. O risco de PR é exponencial. Oportunidade: consultorias de ""Radical Utility"", criando arquiteturas de marca focadas inteiramente na transparência física do produto, desassociadas de engajamento discursivo polarizado.","100_novos_problemas_fase_2.csv","5","25","5","25","6","30","5","20","5","20","6","24","5","20","6","24","6","18","6","18","6","30","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","6","30","6","24","6","24","7","28","6","30","5","25","6","24","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","5","15","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","5","15","224","54.6","194","57.1","136","61.8","172","57.3","139","53.5","116","58.0","97","60.6","1078","1890","57.0"
"370","A Quebra de Franquias Físicas pela Falta de Gerentes Dispostos a Aguentar Pressão","Redes de fast-food e serviços esbarram na impossibilidade de expansão porque nenhum jovem aceita o cargo de ""Gerente Operacional de Loja"" para lidar com público furioso por um salário médio.","O capital quer abrir lojas, mas o material humano sumiu do chão de loja. Oportunidade: sistemas de ""Gerente Agêntico"", onde a loja opera via quiosques, IA de cozinha e suporte por câmeras remotas (Supervisão Compartilhada em nuvem para 10 lojas por um único gerente remoto).","100_novos_problemas_fase_3.csv","6","30","5","25","5","25","6","24","5","20","5","20","5","20","5","20","7","21","7","21","6","30","6","30","6","24","5","15","6","24","6","18","5","15","6","18","5","10","6","12","7","35","5","25","6","24","6","24","7","28","6","30","5","25","5","20","6","24","6","18","5","15","5","15","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","6","24","5","15","226","55.1","196","57.6","136","61.8","165","55.0","142","54.6","120","60.0","93","58.1","1078","1890","57.0"
